huber_f_scale,calibration_kind,huber_eps,huber_alpha,ransac_rt,feat_mode,irls_residual_thresh_m,irls_max_iter,val_StepC_RMSE_m,val_StepC_MAE_m
1.35,huber,1.55,0.0001,,bias_sub,1.2,3,1.7617650664592313,1.4084940788858389
1.35,huber,1.55,0.0001,,bias_sub,1.6,2,1.663822255016174,1.301876326882386
1.35,huber,1.55,0.0001,,bias_sub,1.6,3,1.6975439750746049,1.335682045781568
1.35,huber,1.55,0.0001,,bias_sub,2.0,2,1.6463769668828159,1.2771404426609552
1.35,huber,1.55,0.0001,,bias_sub,2.0,3,1.6597265494223696,1.2820055605857559
1.35,huber,1.55,0.0001,,bias_sub,2.4,2,1.636294481798337,1.2690870865746338
1.35,huber,1.55,0.0001,,bias_sub,2.4,3,1.6663290981072167,1.2937286720747554
1.35,huber,1.55,0.0001,,bias_sub,2.8,2,1.6289793796682326,1.2631555707955229
1.35,huber,1.55,0.0001,,bias_sub,2.8,3,1.656291710378203,1.2863728891511081
1.35,huber,1.55,0.0001,,bias_sub,3.2,2,1.6270941877350855,1.2607730591501238
1.35,huber,1.55,0.0001,,bias_sub,3.2,3,1.6507781255231355,1.2833038020493281
1.35,huber,1.55,0.0001,,bias_sub,3.8,2,1.6302115915834383,1.2599291358698836
1.35,huber,1.55,0.0001,,bias_sub,3.8,3,1.651414815218509,1.2819929627762046
1.35,huber,1.55,0.001,,bias_sub,1.2,2,1.717486233518324,1.3616677582834957
1.35,huber,1.55,0.001,,bias_sub,1.2,3,1.761765712197527,1.4084948497998389
1.35,huber,1.55,0.001,,bias_sub,1.6,2,1.663822703428237,1.3018769832389854
1.35,huber,1.55,0.001,,bias_sub,1.6,3,1.6975446048403857,1.3356828478889329
1.35,huber,1.55,0.001,,bias_sub,2.0,2,1.6463772949638806,1.2771409699481853
1.35,huber,1.55,0.001,,bias_sub,2.0,3,1.6597269135124333,1.282006125111179
1.35,huber,1.55,0.001,,bias_sub,2.4,2,1.6362947835650654,1.2690875846330647
1.35,huber,1.55,0.001,,bias_sub,2.4,3,1.6663294247761617,1.2937291939895292
1.35,huber,1.55,0.001,,bias_sub,2.8,2,1.6289796488491275,1.2631560477434103
1.35,huber,1.55,0.001,,bias_sub,2.8,3,1.6562920305405906,1.286373389348171
1.35,huber,1.55,0.001,,bias_sub,3.2,2,1.6270944588450509,1.2607735274778282
1.35,huber,1.55,0.001,,bias_sub,3.2,3,1.6507784114377244,1.2833042802714631
1.35,huber,1.55,0.001,,bias_sub,3.8,2,1.6302118680404636,1.2599295982383647
1.35,huber,1.55,0.001,,bias_sub,3.8,3,1.6514150876300473,1.2819934346412658
1.35,ransac,,,2.2,bias_sub,1.2,2,1.6607736004252829,1.2707145455712001
1.35,ransac,,,2.2,bias_sub,1.2,3,1.6931849982470597,1.3162064912816185
1.35,ransac,,,2.2,bias_sub,1.6,2,1.6240415844059333,1.2293019183649987
1.35,ransac,,,2.2,bias_sub,1.6,3,1.647065788355307,1.245920107338745
1.35,ransac,,,2.2,bias_sub,2.0,2,1.6085631044329312,1.214333552845018
1.35,ransac,,,2.2,bias_sub,2.0,3,1.6384084701046024,1.237162984285269
1.35,ransac,,,2.2,bias_sub,2.4,2,1.6014813623640278,1.209756965961439
1.35,ransac,,,2.2,bias_sub,2.4,3,1.6278645908351697,1.2304557358222559
1.35,ransac,,,2.2,bias_sub,2.8,2,1.5967398756215885,1.2067070620591447
1.35,ransac,,,2.2,bias_sub,2.8,3,1.621749121047589,1.227990433392043
1.35,ransac,,,2.2,bias_sub,3.2,2,1.5946912762534136,1.2048252641670454
1.35,ransac,,,2.2,bias_sub,3.2,3,1.6173494868217881,1.2260241372281304
1.35,ransac,,,2.2,bias_sub,3.8,2,1.6195659348321347,1.22581396445709
1.35,ransac,,,2.2,bias_sub,3.8,3,1.6188257153364347,1.2257436274526528
1.35,ransac,,,4.0,bias_sub,1.2,2,1.652572799263576,1.337022777116046
1.35,ransac,,,4.0,bias_sub,1.2,3,1.67194141230601,1.3662742290446648
1.35,ransac,,,4.0,bias_sub,1.6,2,1.6220495155044992,1.2986128007727682
1.35,ransac,,,4.0,bias_sub,1.6,3,1.630257490229497,1.316018124916467
1.35,ransac,,,4.0,bias_sub,2.0,2,1.6131581483345598,1.2826825407610472
1.35,ransac,,,4.0,bias_sub,2.0,3,1.6152347118109132,1.2864966360707726
1.35,ransac,,,4.0,bias_sub,2.4,2,1.612046768520898,1.2782435971534933
1.35,ransac,,,4.0,bias_sub,2.4,3,1.6152350055087092,1.2820795347195857
1.35,ransac,,,4.0,bias_sub,2.8,2,1.6105470705204032,1.2738635876985214
1.35,ransac,,,4.0,bias_sub,2.8,3,1.6119678516086278,1.2757414797096327
1.35,ransac,,,4.0,bias_sub,3.2,2,1.6124690751663913,1.2732800581494244
1.35,ransac,,,4.0,bias_sub,3.2,3,1.611807685841566,1.2736596163386738
1.35,ransac,,,4.0,bias_sub,3.8,2,1.6172824558706447,1.273252647754916
1.35,ransac,,,4.0,bias_sub,3.8,3,1.6155833428340924,1.2730576446185384
1.35,ransac,,,6.5,bias_sub,1.2,2,1.7138512007476896,1.4185440280650408
1.35,ransac,,,6.5,bias_sub,1.2,3,1.7529716648546103,1.4584860768831052
1.35,ransac,,,6.5,bias_sub,1.6,2,1.674837238301662,1.3732867329770977
1.35,ransac,,,6.5,bias_sub,1.6,3,1.6845660404352796,1.3849375702226456
1.35,ransac,,,6.5,bias_sub,2.0,2,1.6582615426391214,1.3511457449035502
1.35,ransac,,,6.5,bias_sub,2.0,3,1.658283721320184,1.35226961108446
1.35,ransac,,,6.5,bias_sub,2.4,2,1.6523328557816086,1.3408604228481464
1.35,ransac,,,6.5,bias_sub,2.4,3,1.6513050608271223,1.340095608789168
1.35,ransac,,,6.5,bias_sub,2.8,2,1.6530880663243863,1.340076887572482
1.35,ransac,,,6.5,bias_sub,2.8,3,1.6522854963834661,1.3393067235251586
1.35,ransac,,,6.5,bias_sub,3.2,2,1.6552737240949658,1.3402945933283104
1.35,ransac,,,6.5,bias_sub,3.2,3,1.6583960818729078,1.3481506249542063
1.35,ransac,,,6.5,bias_sub,3.8,2,1.66007099709498,1.3401135544719283
1.35,ransac,,,6.5,bias_sub,3.8,3,1.683854081238549,1.3721894554835259
