huber_f_scale,calibration_kind,huber_eps,huber_alpha,ransac_rt,feat_mode,irls_residual_thresh_m,irls_max_iter,val_StepC_RMSE_m,val_StepC_MAE_m
0.95,ransac,,,2.2,bias_sub,3.8,3,1.6231056958922718,1.231046127740556
0.95,ransac,,,4.0,bias_sub,1.2,2,1.7322982089861703,1.3887507209301109
0.95,ransac,,,4.0,bias_sub,1.2,3,1.7694054444515632,1.4354737679468723
0.95,ransac,,,4.0,bias_sub,1.6,2,1.694709368575434,1.353370272793614
0.95,ransac,,,4.0,bias_sub,1.6,3,1.717089492791242,1.3738214448826647
0.95,ransac,,,4.0,bias_sub,2.0,2,1.6757867618021567,1.3291528689914964
0.95,ransac,,,4.0,bias_sub,2.0,3,1.6822380712723155,1.3340025478220907
0.95,ransac,,,4.0,bias_sub,2.4,2,1.6668060820947288,1.3210866310559473
0.95,ransac,,,4.0,bias_sub,2.4,3,1.669811037707278,1.3228302087910482
0.95,ransac,,,4.0,bias_sub,2.8,2,1.6631903467252414,1.3183379976566838
0.95,ransac,,,4.0,bias_sub,2.8,3,1.6646730318972345,1.3188979895662805
0.95,ransac,,,4.0,bias_sub,3.2,2,1.6603738745492722,1.3163499838142232
0.95,ransac,,,4.0,bias_sub,3.2,3,1.6614795527509394,1.316886940996524
0.95,ransac,,,4.0,bias_sub,3.8,2,1.6597843850226726,1.314989405953979
0.95,ransac,,,4.0,bias_sub,3.8,3,1.659481979145879,1.3149694058143795
0.95,ransac,,,6.5,bias_sub,1.2,2,1.8732609437800385,1.5381091396506215
0.95,ransac,,,6.5,bias_sub,1.2,3,1.9216672114096653,1.5973704171280996
0.95,ransac,,,6.5,bias_sub,1.6,2,1.8279088440272475,1.491132629491522
0.95,ransac,,,6.5,bias_sub,1.6,3,1.8494434491076235,1.5129732284603072
0.95,ransac,,,6.5,bias_sub,2.0,2,1.801797607119932,1.466229528525684
0.95,ransac,,,6.5,bias_sub,2.0,3,1.8121278517201256,1.475983134912021
0.95,ransac,,,6.5,bias_sub,2.4,2,1.7877185142120258,1.452886798881851
0.95,ransac,,,6.5,bias_sub,2.4,3,1.7918213734593134,1.456804032915337
0.95,ransac,,,6.5,bias_sub,2.8,2,1.7795563087715538,1.4458526016576716
0.95,ransac,,,6.5,bias_sub,2.8,3,1.7810136036138744,1.4474991345213057
0.95,ransac,,,6.5,bias_sub,3.2,2,1.775997083985831,1.443357401338912
0.95,ransac,,,6.5,bias_sub,3.2,3,1.7750544392557683,1.443210438606155
0.95,ransac,,,6.5,bias_sub,3.8,2,1.7750888475955173,1.4422883247703542
0.95,ransac,,,6.5,bias_sub,3.8,3,1.771336266483658,1.4402474144425255
1.0,huber,1.12,1e-06,,raw,1.2,2,1.676794249564728,1.3155491683033833
1.0,huber,1.12,1e-06,,raw,1.2,3,1.707519851926716,1.3549809015144838
1.0,huber,1.12,1e-06,,raw,1.6,2,1.6344553632640302,1.2580249535673176
1.0,huber,1.12,1e-06,,raw,1.6,3,1.6514054793538224,1.2778866383446497
1.0,huber,1.12,1e-06,,raw,2.0,2,1.6198499549083731,1.2409620193711444
1.0,huber,1.12,1e-06,,raw,2.0,3,1.6259569917794223,1.2464627299539008
1.0,huber,1.12,1e-06,,raw,2.4,2,1.6127338662072908,1.2335916480925035
1.0,huber,1.12,1e-06,,raw,2.4,3,1.6161663508953035,1.2359346421854178
1.0,huber,1.12,1e-06,,raw,2.8,2,1.6087892611924044,1.2300982924784187
1.0,huber,1.12,1e-06,,raw,2.8,3,1.6104237068403813,1.231009529782029
1.0,huber,1.12,1e-06,,raw,3.2,2,1.6066143419813943,1.2287197654817201
1.0,huber,1.12,1e-06,,raw,3.2,3,1.6073604077350945,1.2291089985171382
1.0,huber,1.12,1e-06,,raw,3.8,2,1.6069883894098786,1.2281353530007564
1.0,huber,1.12,1e-06,,raw,3.8,3,1.607081934486217,1.2282566503262133
1.0,huber,1.12,0.0001,,raw,1.2,2,1.6767943187974284,1.315549277236273
1.0,huber,1.12,0.0001,,raw,1.2,3,1.7075199331851931,1.3549810127555129
1.0,huber,1.12,0.0001,,raw,1.6,2,1.634455411794726,1.2580250554356438
1.0,huber,1.12,0.0001,,raw,1.6,3,1.6514055473351934,1.2778867591294818
1.0,huber,1.12,0.0001,,raw,2.0,2,1.6198500052103029,1.2409621095988599
1.0,huber,1.12,0.0001,,raw,2.0,3,1.6259570414584237,1.246462823651671
1.0,huber,1.12,0.0001,,raw,2.4,2,1.6127338796016126,1.2335916896863224
1.0,huber,1.12,0.0001,,raw,2.4,3,1.6161664029053866,1.2359347240765768
1.0,huber,1.12,0.0001,,raw,2.8,2,1.6087893115522882,1.2300983750130896
1.0,huber,1.12,0.0001,,raw,2.8,3,1.6104237152295542,1.2310095638169438
1.0,huber,1.12,0.0001,,raw,3.2,2,1.606614386140299,1.2287198428867214
1.0,huber,1.12,0.0001,,raw,3.2,3,1.6073604559510837,1.2291090789762853
1.0,huber,1.12,0.0001,,raw,3.8,2,1.606988442312455,1.2281354357221936
1.0,huber,1.12,0.0001,,raw,3.8,3,1.6070819879152973,1.2282567348972173
1.0,huber,1.12,0.001,,raw,1.2,2,1.67679494310488,1.3155502182367644
1.0,huber,1.12,0.001,,raw,1.2,3,1.7075206860779601,1.3549820241917403
1.0,huber,1.12,0.001,,raw,1.6,2,1.6344559171682194,1.2580260327569242
1.0,huber,1.12,0.001,,raw,1.6,3,1.6514061649671012,1.277887865809321
1.0,huber,1.12,0.001,,raw,2.0,2,1.6198504402461966,1.2409629121011687
1.0,huber,1.12,0.001,,raw,2.0,3,1.6259575282263619,1.2464636910868412
1.0,huber,1.12,0.001,,raw,2.4,2,1.6127343595551529,1.233592492388076
1.0,huber,1.12,0.001,,raw,2.4,3,1.6161668610983013,1.2359355042274511
1.0,huber,1.12,0.001,,raw,2.8,2,1.6087897387101533,1.2300991111904818
1.0,huber,1.12,0.001,,raw,2.8,3,1.6104241868575342,1.231010354769453
1.0,huber,1.12,0.001,,raw,3.2,2,1.6066148125554374,1.228720584362535
1.0,huber,1.12,0.001,,raw,3.2,3,1.6073608892109839,1.2291098163266758
1.0,huber,1.12,0.001,,raw,3.8,2,1.6069888395673948,1.2281361446319576
1.0,huber,1.12,0.001,,raw,3.8,3,1.60708239351964,1.2282574478606747
1.0,huber,1.35,1e-06,,raw,1.2,2,1.7161343066004704,1.3591933190968337
1.0,huber,1.35,1e-06,,raw,1.2,3,1.7498034561434903,1.397642189956302
1.0,huber,1.35,1e-06,,raw,1.6,2,1.6795533371172726,1.3198184574841294
1.0,huber,1.35,1e-06,,raw,1.6,3,1.703118842818367,1.3452223353937995
1.0,huber,1.35,1e-06,,raw,2.0,2,1.6602426867548583,1.2943198384502452
1.0,huber,1.35,1e-06,,raw,2.0,3,1.668750215997607,1.3026521090049878
1.0,huber,1.35,1e-06,,raw,2.4,2,1.650927824018458,1.2834563103119225
1.0,huber,1.35,1e-06,,raw,2.4,3,1.6551148614110298,1.2871918289272777
1.0,huber,1.35,1e-06,,raw,2.8,2,1.6462224209764953,1.2787156984688792
1.0,huber,1.35,1e-06,,raw,2.8,3,1.6484899626149625,1.280314094709004
1.0,huber,1.35,1e-06,,raw,3.2,2,1.6434376841665164,1.2761672600083105
1.0,huber,1.35,1e-06,,raw,3.2,3,1.6445976059753067,1.2768659353352856
1.0,huber,1.35,1e-06,,raw,3.8,2,1.642573963419972,1.2746047341155011
1.0,huber,1.35,1e-06,,raw,3.8,3,1.6427638220489211,1.2748204089826676
1.0,huber,1.35,0.0001,,raw,1.2,2,1.7161343778583757,1.3591934089119082
1.0,huber,1.35,0.0001,,raw,1.2,3,1.74980352781865,1.3976422751069972
1.0,huber,1.35,0.0001,,raw,1.6,2,1.6795533976908894,1.3198185458814027
1.0,huber,1.35,0.0001,,raw,1.6,3,1.7031191848037512,1.3452227994759456
1.0,huber,1.35,0.0001,,raw,2.0,2,1.6602428759733923,1.294320097443275
1.0,huber,1.35,0.0001,,raw,2.0,3,1.6687502856679215,1.3026522057435657
1.0,huber,1.35,0.0001,,raw,2.4,2,1.6509278651539752,1.2834563757830195
1.0,huber,1.35,0.0001,,raw,2.4,3,1.6551147850762469,1.2871917401319484
1.0,huber,1.35,0.0001,,raw,2.8,2,1.6462224712805051,1.2787157667680291
1.0,huber,1.35,0.0001,,raw,2.8,3,1.648490129647326,1.2803143178390008
1.0,huber,1.35,0.0001,,raw,3.2,2,1.6434377333313812,1.2761673267038918
1.0,huber,1.35,0.0001,,raw,3.2,3,1.6445976323077531,1.2768659923598067
1.0,huber,1.35,0.0001,,raw,3.8,2,1.6425741215758067,1.2746049522740308
1.0,huber,1.35,0.0001,,raw,3.8,3,1.6427639932842961,1.2748206349944502
1.0,huber,1.35,0.001,,raw,1.2,2,1.7161349301430482,1.359194166198034
1.0,huber,1.35,0.001,,raw,1.2,3,1.7498041304939527,1.3976430165395988
1.0,huber,1.35,0.001,,raw,1.6,2,1.6795539161789779,1.319819322065111
1.0,huber,1.35,0.001,,raw,1.6,3,1.7031194799010843,1.3452232323169684
1.0,huber,1.35,0.001,,raw,2.0,2,1.6602431913929083,1.294320567372114
1.0,huber,1.35,0.001,,raw,2.0,3,1.668750778451845,1.302652898697401
1.0,huber,1.35,0.001,,raw,2.4,2,1.65092785531864,1.2834564324155133
1.0,huber,1.35,0.001,,raw,2.4,3,1.6551153342625213,1.287192537638999
1.0,huber,1.35,0.001,,raw,2.8,2,1.6462228725711827,1.278716371852436
1.0,huber,1.35,0.001,,raw,2.8,3,1.6484905241002097,1.280314920707
1.0,huber,1.35,0.001,,raw,3.2,2,1.6434381354465422,1.2761679322244261
1.0,huber,1.35,0.001,,raw,3.2,3,1.6445979264998678,1.2768664528294507
1.0,huber,1.35,0.001,,raw,3.8,2,1.6425745151203734,1.2746055400109197
1.0,huber,1.35,0.001,,raw,3.8,3,1.642764372110393,1.274821212325094
1.0,huber,1.55,1e-06,,raw,1.2,2,1.7444370816878814,1.3871983396300855
1.0,huber,1.55,1e-06,,raw,1.2,3,1.7854523710782575,1.4321897530819139
1.0,huber,1.55,1e-06,,raw,1.6,2,1.7037515313586487,1.3448801455158939
1.0,huber,1.55,1e-06,,raw,1.6,3,1.7286794273774304,1.3707737758057845
1.0,huber,1.55,1e-06,,raw,2.0,2,1.6829901008331625,1.319047263918472
1.0,huber,1.55,1e-06,,raw,2.0,3,1.693320070153131,1.328458140607529
1.0,huber,1.55,1e-06,,raw,2.4,2,1.6698603868699402,1.3043768503055204
1.0,huber,1.55,1e-06,,raw,2.4,3,1.6758287365830247,1.3108072636004682
1.0,huber,1.55,1e-06,,raw,2.8,2,1.663749379369911,1.2975880372521762
1.0,huber,1.55,1e-06,,raw,2.8,3,1.6662824501326094,1.2995746273867799
1.0,huber,1.55,1e-06,,raw,3.2,2,1.660130621003891,1.2940872390266416
1.0,huber,1.55,1e-06,,raw,3.2,3,1.6617593234080699,1.2952991715191313
1.0,huber,1.55,1e-06,,raw,3.8,2,1.6582795615789119,1.2916206672019417
1.0,huber,1.55,1e-06,,raw,3.8,3,1.6583819193550515,1.2919638683477
1.0,huber,1.55,0.0001,,raw,1.2,2,1.7444371411260389,1.3871984128386987
1.0,huber,1.55,0.0001,,raw,1.2,3,1.7854524317042324,1.432189835310597
1.0,huber,1.55,0.0001,,raw,1.6,2,1.7037515838314083,1.3448802152444757
1.0,huber,1.55,0.0001,,raw,1.6,3,1.728679483195332,1.3707738498767938
1.0,huber,1.55,0.0001,,raw,2.0,2,1.68299015755196,1.3190473395182691
1.0,huber,1.55,0.0001,,raw,2.0,3,1.6933202034573656,1.328458255229607
1.0,huber,1.55,0.0001,,raw,2.4,2,1.6698604374979602,1.304376922841885
1.0,huber,1.55,0.0001,,raw,2.4,3,1.6758287920607688,1.3108073432682146
1.0,huber,1.55,0.0001,,raw,2.8,2,1.663749425097751,1.2975880960504653
1.0,huber,1.55,0.0001,,raw,2.8,3,1.6662824964733036,1.29957468809551
1.0,huber,1.55,0.0001,,raw,3.2,2,1.66013066603564,1.2940873001806297
1.0,huber,1.55,0.0001,,raw,3.2,3,1.661759368984276,1.2952992340346654
1.0,huber,1.55,0.0001,,raw,3.8,2,1.6582794941634198,1.2916206647116124
1.0,huber,1.55,0.0001,,raw,3.8,3,1.6583819525627426,1.2919639229729312
1.0,huber,1.55,0.001,,raw,1.2,2,1.7444376596700133,1.3871990666630079
1.0,huber,1.55,0.001,,raw,1.2,3,1.7854529802815082,1.4321905714309906
1.0,huber,1.55,0.001,,raw,1.6,2,1.7037521176572592,1.344880878090675
1.0,huber,1.55,0.001,,raw,1.6,3,1.728679984591341,1.3707744797170716
1.0,huber,1.55,0.001,,raw,2.0,2,1.6829907205657773,1.3190480479609228
1.0,huber,1.55,0.001,,raw,2.0,3,1.6933205821082158,1.328458826511111
1.0,huber,1.55,0.001,,raw,2.4,2,1.6698608381728912,1.304377517032495
1.0,huber,1.55,0.001,,raw,2.4,3,1.67582926294743,1.310808037723084
1.0,huber,1.55,0.001,,raw,2.8,2,1.6637497913404575,1.2975886333881244
1.0,huber,1.55,0.001,,raw,2.8,3,1.666282853729433,1.2995752250326578
1.0,huber,1.55,0.001,,raw,3.2,2,1.6601310255165251,1.2940878249775989
1.0,huber,1.55,0.001,,raw,3.2,3,1.661759832648754,1.295299822119135
1.0,huber,1.55,0.001,,raw,3.8,2,1.6582798508549321,1.2916211864136231
1.0,huber,1.55,0.001,,raw,3.8,3,1.6583823154179211,1.2919644506304653
1.0,ransac,,,2.2,raw,1.2,2,1.6786279521885779,1.291852445755821
1.0,ransac,,,2.2,raw,1.2,3,1.7108661900386526,1.334610723626696
1.0,ransac,,,2.2,raw,1.6,2,1.6472432202451175,1.2555608140023309
1.0,ransac,,,2.2,raw,1.6,3,1.6655169444489666,1.2717360079526154
1.0,ransac,,,2.2,raw,2.0,2,1.6318820142740642,1.239197156791398
1.0,ransac,,,2.2,raw,2.0,3,1.6385663353761584,1.244271068513453
1.0,ransac,,,2.2,raw,2.4,2,1.6242387957597912,1.2322564729186474
1.0,ransac,,,2.2,raw,2.4,3,1.6281881362887969,1.234958901774126
1.0,ransac,,,2.2,raw,2.8,2,1.6201179024888328,1.2286051930089894
1.0,ransac,,,2.2,raw,2.8,3,1.622241018860155,1.2298056472485048
1.0,ransac,,,2.2,raw,3.2,2,1.6178098247373505,1.2268963579333807
1.0,ransac,,,2.2,raw,3.2,3,1.619074680326451,1.2275988381201397
1.0,ransac,,,2.2,raw,3.8,2,1.6170175980308743,1.2256093309603973
1.0,ransac,,,2.2,raw,3.8,3,1.617277767066005,1.2258566336379815
1.0,ransac,,,4.0,raw,1.2,2,1.7290417209503182,1.3852639951658
1.0,ransac,,,4.0,raw,1.2,3,1.7654496576943786,1.4283981232483014
1.0,ransac,,,4.0,raw,1.6,2,1.689313123820337,1.3482612619821794
1.0,ransac,,,4.0,raw,1.6,3,1.7128208810070331,1.3706927410430032
1.0,ransac,,,4.0,raw,2.0,2,1.6713990369657126,1.3251561676504608
1.0,ransac,,,4.0,raw,2.0,3,1.6781495436285998,1.3299385804701784
1.0,ransac,,,4.0,raw,2.4,2,1.6625928557567227,1.3171988179842955
1.0,ransac,,,4.0,raw,2.4,3,1.665690616749934,1.3188855324101654
1.0,ransac,,,4.0,raw,2.8,2,1.6586592474641522,1.3142277989303337
1.0,ransac,,,4.0,raw,2.8,3,1.6605257951540735,1.3150439905182767
1.0,ransac,,,4.0,raw,3.2,2,1.6554276365458058,1.3118635214271115
1.0,ransac,,,4.0,raw,3.2,3,1.656691594270718,1.3125359710143567
1.0,ransac,,,4.0,raw,3.8,2,1.6555072601901466,1.3106677408773246
1.0,ransac,,,4.0,raw,3.8,3,1.6550155972299216,1.3106445728526455
1.0,ransac,,,6.5,raw,1.2,2,1.8616839814940285,1.5242814247269714
1.0,ransac,,,6.5,raw,1.2,3,1.910636631597249,1.5839835512525118
1.0,ransac,,,6.5,raw,1.6,2,1.8147355064705128,1.4746761548256662
1.0,ransac,,,6.5,raw,1.6,3,1.8364772666672005,1.4961624609606765
1.0,ransac,,,6.5,raw,2.0,2,1.7904348132239611,1.4517222449435705
1.0,ransac,,,6.5,raw,2.0,3,1.800889474478797,1.4607785041973598
1.0,ransac,,,6.5,raw,2.4,2,1.776635629995628,1.4388909240373466
1.0,ransac,,,6.5,raw,2.4,3,1.7812259868198752,1.4429254987798095
1.0,ransac,,,6.5,raw,2.8,2,1.7684597622769973,1.4319813419846
1.0,ransac,,,6.5,raw,2.8,3,1.7700897776823694,1.433369902941509
1.0,ransac,,,6.5,raw,3.2,2,1.7641329857769612,1.428932246815008
1.0,ransac,,,6.5,raw,3.2,3,1.7642880407985169,1.4293991558145485
1.0,ransac,,,6.5,raw,3.8,2,1.761694333567733,1.426673532143339
1.0,ransac,,,6.5,raw,3.8,3,1.7608892298293255,1.4265843055095284
1.0,huber,1.12,1e-06,,bias_sub,1.2,2,1.6767948076699621,1.3155499339344743
1.0,huber,1.12,1e-06,,bias_sub,1.2,3,1.7075203753350403,1.3549816366428813
1.0,huber,1.12,1e-06,,bias_sub,1.6,2,1.6344557972925908,1.2580257499594567
1.0,huber,1.12,1e-06,,bias_sub,1.6,3,1.6514060521455465,1.2778874158509506
1.0,huber,1.12,1e-06,,bias_sub,2.0,2,1.6198502799224157,1.2409625841899632
1.0,huber,1.12,1e-06,,bias_sub,2.0,3,1.6259574455910628,1.2464634197953088
1.0,huber,1.12,1e-06,,bias_sub,2.4,2,1.6127341817546514,1.2335922166478441
1.0,huber,1.12,1e-06,,bias_sub,2.4,3,1.6161667236409905,1.2359352850613445
1.0,huber,1.12,1e-06,,bias_sub,2.8,2,1.6087895956907903,1.2300988741148189
1.0,huber,1.12,1e-06,,bias_sub,2.8,3,1.61042403611949,1.2310100925951974
1.0,huber,1.12,1e-06,,bias_sub,3.2,2,1.6066146087603828,1.2287203100243633
1.0,huber,1.12,1e-06,,bias_sub,3.2,3,1.60736068533395,1.2291095501645086
1.0,huber,1.12,1e-06,,bias_sub,3.8,2,1.6069886495494234,1.22813587781772
1.0,huber,1.12,1e-06,,bias_sub,3.8,3,1.6070821931383104,1.2282571739468624
1.0,huber,1.12,0.0001,,bias_sub,1.2,2,1.6767948878218177,1.3155500548030568
1.0,huber,1.12,0.0001,,bias_sub,1.2,3,1.7075204528411914,1.3549817438229979
1.0,huber,1.12,0.0001,,bias_sub,1.6,2,1.634455865515447,1.258025875445542
1.0,huber,1.12,0.0001,,bias_sub,1.6,3,1.651406120566422,1.2778875378535293
1.0,huber,1.12,0.0001,,bias_sub,2.0,2,1.6198503566096654,1.2409627085905484
1.0,huber,1.12,0.0001,,bias_sub,2.0,3,1.6259573732406567,1.2464634334082894
1.0,huber,1.12,0.0001,,bias_sub,2.4,2,1.612734231779617,1.233592299367015
1.0,huber,1.12,0.0001,,bias_sub,2.4,3,1.6161667744227823,1.235935372679217
1.0,huber,1.12,0.0001,,bias_sub,2.8,2,1.6087896065685037,1.2300989175837687
1.0,huber,1.12,0.0001,,bias_sub,2.8,3,1.6104240824028508,1.2310101756685097
1.0,huber,1.12,0.0001,,bias_sub,3.2,2,1.6066147113351306,1.2287204176924222
1.0,huber,1.12,0.0001,,bias_sub,3.2,3,1.607360795300644,1.2291096616196213
1.0,huber,1.12,0.0001,,bias_sub,3.8,2,1.606988696973564,1.228135958262156
1.0,huber,1.12,0.0001,,bias_sub,3.8,3,1.6070822343129167,1.2282572514081431
1.0,huber,1.12,0.001,,bias_sub,1.2,2,1.6767955012279656,1.3155509897409488
1.0,huber,1.12,0.001,,bias_sub,1.2,3,1.7075211928085607,1.3549827436672441
1.0,huber,1.12,0.001,,bias_sub,1.6,2,1.6344563622508055,1.2580268426159011
1.0,huber,1.12,0.001,,bias_sub,1.6,3,1.6514067259948182,1.2778886337469888
1.0,huber,1.12,0.001,,bias_sub,2.0,2,1.619850823917102,1.2409635264649448
1.0,huber,1.12,0.001,,bias_sub,2.0,3,1.6259578895004585,1.2464643342358075
1.0,huber,1.12,0.001,,bias_sub,2.4,2,1.6127347013823938,1.2335930954911742
1.0,huber,1.12,0.001,,bias_sub,2.4,3,1.6161672285028998,1.235936140228477
1.0,huber,1.12,0.001,,bias_sub,2.8,2,1.6087900685163827,1.2300996887876219
1.0,huber,1.12,0.001,,bias_sub,2.8,3,1.61042450454356,1.2310109111156098
1.0,huber,1.12,0.001,,bias_sub,3.2,2,1.6066150639922396,1.2287211052902798
1.0,huber,1.12,0.001,,bias_sub,3.2,3,1.6073612424809915,1.2291104681528215
1.0,huber,1.12,0.001,,bias_sub,3.8,2,1.6069879312914284,1.228135287687962
1.0,huber,1.12,0.001,,bias_sub,3.8,3,1.607082673801465,1.2282579907617062
1.0,huber,1.35,1e-06,,bias_sub,1.2,2,1.7161325870319775,1.3591921840672794
1.0,huber,1.35,1e-06,,bias_sub,1.2,3,1.7498009533402643,1.3976408807034142
1.0,huber,1.35,1e-06,,bias_sub,1.6,2,1.6795512741111798,1.3198170410766878
1.0,huber,1.35,1e-06,,bias_sub,1.6,3,1.7031168571007713,1.3452211629054938
1.0,huber,1.35,1e-06,,bias_sub,2.0,2,1.660241049894094,1.2943190940184597
1.0,huber,1.35,1e-06,,bias_sub,2.0,3,1.6687483411542496,1.3026510697542275
1.0,huber,1.35,1e-06,,bias_sub,2.4,2,1.6509258988152407,1.2834551597359256
1.0,huber,1.35,1e-06,,bias_sub,2.4,3,1.6551132077222472,1.2871910692337392
1.0,huber,1.35,1e-06,,bias_sub,2.8,2,1.6462209128625909,1.2787149335475414
1.0,huber,1.35,1e-06,,bias_sub,2.8,3,1.6484885535265745,1.2803134637219062
1.0,huber,1.35,1e-06,,bias_sub,3.2,2,1.6434361562822275,1.2761664817396579
1.0,huber,1.35,1e-06,,bias_sub,3.2,3,1.6445960332941023,1.2768651277023881
1.0,huber,1.35,1e-06,,bias_sub,3.8,2,1.64257270524034,1.2746042319904274
1.0,huber,1.35,1e-06,,bias_sub,3.8,3,1.64276256693682,1.2748199090911925
1.0,huber,1.35,0.0001,,bias_sub,1.2,2,1.7161326455508275,1.3591922701248094
1.0,huber,1.35,0.0001,,bias_sub,1.2,3,1.7498010201081688,1.397640959638776
1.0,huber,1.35,0.0001,,bias_sub,1.6,2,1.6795516105779207,1.3198174964940645
1.0,huber,1.35,0.0001,,bias_sub,1.6,3,1.7031169463673583,1.3452212728186421
1.0,huber,1.35,0.0001,,bias_sub,2.0,2,1.6602412459546543,1.2943193560848576
1.0,huber,1.35,0.0001,,bias_sub,2.0,3,1.6687484033306847,1.3026511571655202
1.0,huber,1.35,0.0001,,bias_sub,2.4,2,1.6509263784349417,1.2834557944318465
1.0,huber,1.35,0.0001,,bias_sub,2.4,3,1.655113378929275,1.2871912987263827
1.0,huber,1.35,0.0001,,bias_sub,2.8,2,1.6462209638399525,1.278715004049091
1.0,huber,1.35,0.0001,,bias_sub,2.8,3,1.6484885816761237,1.2803135222185886
1.0,huber,1.35,0.0001,,bias_sub,3.2,2,1.6434362030644833,1.2761665473698593
1.0,huber,1.35,0.0001,,bias_sub,3.2,3,1.644596075361199,1.2768651956810266
1.0,huber,1.35,0.0001,,bias_sub,3.8,2,1.642572744213395,1.2746042935061137
1.0,huber,1.35,0.0001,,bias_sub,3.8,3,1.6427626045867911,1.2748199699260092
1.0,huber,1.35,0.001,,bias_sub,1.2,2,1.7161332022932283,1.359193022001059
1.0,huber,1.35,0.001,,bias_sub,1.2,3,1.7498016301272632,1.3976417065773992
1.0,huber,1.35,0.001,,bias_sub,1.6,2,1.679552136756425,1.3198182762884136
1.0,huber,1.35,0.001,,bias_sub,1.6,3,1.703117509575748,1.345222073283877
1.0,huber,1.35,0.001,,bias_sub,2.0,2,1.6602415762367857,1.294319836730605
1.0,huber,1.35,0.001,,bias_sub,2.0,3,1.6687489236512096,1.3026518797180624
1.0,huber,1.35,0.001,,bias_sub,2.4,2,1.650926803194065,1.283456415998819
1.0,huber,1.35,0.001,,bias_sub,2.4,3,1.6551137967809855,1.2871919339887008
1.0,huber,1.35,0.001,,bias_sub,2.8,2,1.6462212424470994,1.2787154493256474
1.0,huber,1.35,0.001,,bias_sub,2.8,3,1.6484889847864725,1.280314133470044
1.0,huber,1.35,0.001,,bias_sub,3.2,2,1.6434365951486611,1.2761671475421068
1.0,huber,1.35,0.001,,bias_sub,3.2,3,1.6445964713766565,1.2768658004271944
1.0,huber,1.35,0.001,,bias_sub,3.8,2,1.6425731192175164,1.2746048667430148
1.0,huber,1.35,0.001,,bias_sub,3.8,3,1.642762867622878,1.274820389121994
1.0,huber,1.55,1e-06,,bias_sub,1.2,2,1.7444369183051036,1.3871973024056279
1.0,huber,1.55,1e-06,,bias_sub,1.2,3,1.7854516850671531,1.4321886218302122
1.0,huber,1.55,1e-06,,bias_sub,1.6,2,1.703751938102291,1.3448803367265152
1.0,huber,1.55,1e-06,,bias_sub,1.6,3,1.7286807345419049,1.3707748556823176
1.0,huber,1.55,1e-06,,bias_sub,2.0,2,1.6829895615823331,1.3190460093088645
1.0,huber,1.55,1e-06,,bias_sub,2.0,3,1.6933199508397354,1.3284574661306736
1.0,huber,1.55,1e-06,,bias_sub,2.4,2,1.669860421824807,1.304376317524982
1.0,huber,1.55,1e-06,,bias_sub,2.4,3,1.6758283654381667,1.3108060797033676
1.0,huber,1.55,1e-06,,bias_sub,2.8,2,1.6637495185814848,1.297587473641353
1.0,huber,1.55,1e-06,,bias_sub,2.8,3,1.6662825730248916,1.2995740143385566
1.0,huber,1.55,1e-06,,bias_sub,3.2,2,1.6601306651062229,1.2940866074347277
1.0,huber,1.55,1e-06,,bias_sub,3.2,3,1.6617595016505762,1.2952985923216012
1.0,huber,1.55,1e-06,,bias_sub,3.8,2,1.6582795485676083,1.2916200591226192
1.0,huber,1.55,1e-06,,bias_sub,3.8,3,1.6583819976391656,1.291963326617862
1.0,huber,1.55,0.0001,,bias_sub,1.2,2,1.7444369820272785,1.3871973776246902
1.0,huber,1.55,0.0001,,bias_sub,1.2,3,1.7854517455547676,1.4321887045745978
1.0,huber,1.55,0.0001,,bias_sub,1.6,2,1.7037519885118384,1.3448804047286118
1.0,huber,1.55,0.0001,,bias_sub,1.6,3,1.7286807917368268,1.3707749266763962
1.0,huber,1.55,0.0001,,bias_sub,2.0,2,1.6829896135270566,1.319046079844623
1.0,huber,1.55,0.0001,,bias_sub,2.0,3,1.693320001209523,1.3284575339692573
1.0,huber,1.55,0.0001,,bias_sub,2.4,2,1.6698604702083173,1.3043763864874356
1.0,huber,1.55,0.0001,,bias_sub,2.4,3,1.6758284191793231,1.310806156419227
1.0,huber,1.55,0.0001,,bias_sub,2.8,2,1.6637495531620121,1.2975875313255278
1.0,huber,1.55,0.0001,,bias_sub,2.8,3,1.6662826114754368,1.2995740754471024
1.0,huber,1.55,0.0001,,bias_sub,3.2,2,1.6601306996695724,1.2940866607255554
1.0,huber,1.55,0.0001,,bias_sub,3.2,3,1.661759548783352,1.2952986553785428
1.0,huber,1.55,0.0001,,bias_sub,3.8,2,1.6582795906808585,1.2916201161774792
1.0,huber,1.55,0.0001,,bias_sub,3.8,3,1.6583820392915996,1.2919633819785556
1.0,huber,1.55,0.001,,bias_sub,1.2,2,1.7444375023051826,1.3871980329957088
1.0,huber,1.55,0.001,,bias_sub,1.2,3,1.7854522991951676,1.43218944440011
1.0,huber,1.55,0.001,,bias_sub,1.6,2,1.7037524586095092,1.3448810338754182
1.0,huber,1.55,0.001,,bias_sub,1.6,3,1.7286812901177369,1.370775559140752
1.0,huber,1.55,0.001,,bias_sub,2.0,2,1.6829901812107901,1.3190467896463312
1.0,huber,1.55,0.001,,bias_sub,2.0,3,1.693320465142758,1.3284581554604635
1.0,huber,1.55,0.001,,bias_sub,2.4,2,1.6698607844217395,1.304376932302766
